-73.5,42.0625
-73.4375,42.0625
-73.375,42.0625
-73.3125,42.0625
-73.25,42.0625
-73.1875,42.0625
-73.125,42.0625
-73.0625,42.0625
-73,42.0625
-72.9375,42.0625
-72.875,42.0625
-72.8125,42.0625
-72.75,42.0625
-72.6875,42.0625
-72.625,42.0625
-72.5625,42.0625
-72.5,42.0625
-72.4375,42.0625
-72.375,42.0625
-72.3125,42.0625
-72.25,42.0625
-72.1875,42.0625
-72.125,42.0625
-72.0625,42.0625
-72,42.0625
-71.9375,42.0625
-71.875,42.0625
-71.8125,42.0625
-73.5,42
-73.4375,42
-73.375,42
-73.3125,42
-73.25,42
-73.1875,42
-73.125,42
-73.0625,42
-73,42
-72.9375,42
-72.875,42
-72.8125,42
-72.75,42
-72.6875,42
-72.625,42
-72.5625,42
-72.5,42
-72.4375,42
-72.375,42
-72.3125,42
-72.25,42
-72.1875,42
-72.125,42
-72.0625,42
-72,42
-71.9375,42
-71.875,42
-71.8125,42
-73.5625,41.9375
-73.5,41.9375
-73.4375,41.9375
-73.375,41.9375
-73.3125,41.9375
-73.25,41.9375
-73.1875,41.9375
-73.125,41.9375
-73.0625,41.9375
-73,41.9375
-72.9375,41.9375
-72.875,41.9375
-72.8125,41.9375
-72.75,41.9375
-72.6875,41.9375
-72.625,41.9375
-72.5625,41.9375
-72.5,41.9375
-72.4375,41.9375
-72.375,41.9375
-72.3125,41.9375
-72.25,41.9375
-72.1875,41.9375
-72.125,41.9375
-72.0625,41.9375
-72,41.9375
-71.9375,41.9375
-71.875,41.9375
-71.8125,41.9375
-73.5625,41.875
-73.5,41.875
-73.4375,41.875
-73.375,41.875
-73.3125,41.875
-73.25,41.875
-73.1875,41.875
-73.125,41.875
-73.0625,41.875
-73,41.875
-72.9375,41.875
-72.875,41.875
-72.8125,41.875
-72.75,41.875
-72.6875,41.875
-72.625,41.875
-72.5625,41.875
-72.5,41.875
-72.4375,41.875
-72.375,41.875
-72.3125,41.875
-72.25,41.875
-72.1875,41.875
-72.125,41.875
-72.0625,41.875
-72,41.875
-71.9375,41.875
-71.875,41.875
-71.8125,41.875
-73.5625,41.8125
-73.5,41.8125
-73.4375,41.8125
-73.375,41.8125
-73.3125,41.8125
-73.25,41.8125
-73.1875,41.8125
-73.125,41.8125
-73.0625,41.8125
-73,41.8125
-72.9375,41.8125
-72.875,41.8125
-72.8125,41.8125
-72.75,41.8125
-72.6875,41.8125
-72.8125,41.375
-72.75,41.375
-72.6875,41.375
-72.625,41.375
-72.5625,41.375
-72.5,41.375
-72.4375,41.375
-72.375,41.375
-72.3125,41.375
-72.25,41.375
-72.625,41.8125
-72.5625,41.8125
-72.5,41.8125
-72.4375,41.8125
-72.375,41.8125
-72.3125,41.8125
-72.25,41.8125
-72.1875,41.8125
-72.125,41.8125
-72.0625,41.8125
-72,41.8125
-71.9375,41.8125
-71.875,41.8125
-71.8125,41.8125
-73.5625,41.75
-73.5,41.75
-73.4375,41.75
-73.375,41.75
-73.3125,41.75
-73.25,41.75
-73.1875,41.75
-73.125,41.75
-73.0625,41.75
-73,41.75
-72.9375,41.75
-72.875,41.75
-72.8125,41.75
-72.75,41.75
-72.6875,41.75
-72.625,41.75
-72.5625,41.75
-72.5,41.75
-72.4375,41.75
-72.375,41.75
-72.3125,41.75
-72.25,41.75
-72.1875,41.75
-72.125,41.75
-72.0625,41.75
-72,41.75
-71.9375,41.75
-71.875,41.75
-71.8125,41.75
-73.5625,41.6875
-73.5,41.6875
-73.4375,41.6875
-73.375,41.6875
-73.3125,41.6875
-73.25,41.6875
-73.1875,41.6875
-73.125,41.6875
-73.0625,41.6875
-73,41.6875
-72.9375,41.6875
-72.875,41.6875
-72.8125,41.6875
-72.75,41.6875
-72.6875,41.6875
-72.625,41.6875
-72.5625,41.6875
-72.5,41.6875
-72.4375,41.6875
-72.375,41.6875
-72.3125,41.6875
-72.25,41.6875
-72.1875,41.6875
-72.125,41.6875
-72.0625,41.6875
-72,41.6875
-71.9375,41.6875
-71.875,41.6875
-71.8125,41.6875
-73.5625,41.625
-73.5,41.625
-73.4375,41.625
-73.375,41.625
-73.3125,41.625
-73.25,41.625
-73.1875,41.625
-73.125,41.625
-73.0625,41.625
-73,41.625
-72.9375,41.625
-72.875,41.625
-72.8125,41.625
-72.75,41.625
-72.6875,41.625
-72.625,41.625
-72.5625,41.625
-72.5,41.625
-72.4375,41.625
-72.375,41.625
-72.3125,41.625
-72.25,41.625
-72.1875,41.625
-72.125,41.625
-72.0625,41.625
-72,41.625
-71.9375,41.625
-71.875,41.625
-71.8125,41.625
-73.5625,41.5625
-73.5,41.5625
-73.4375,41.5625
-73.375,41.5625
-73.3125,41.5625
-73.25,41.5625
-73.1875,41.5625
-73.125,41.5625
-73.0625,41.5625
-73,41.5625
-72.9375,41.5625
-72.875,41.5625
-72.8125,41.5625
-72.75,41.5625
-72.6875,41.5625
-72.625,41.5625
-72.5625,41.5625
-72.5,41.5625
-72.4375,41.5625
-72.375,41.5625
-72.3125,41.5625
-72.25,41.5625
-72.1875,41.5625
-72.125,41.5625
-72.0625,41.5625
-72,41.5625
-71.9375,41.5625
-71.875,41.5625
-71.8125,41.5625
-73.5625,41.5
-73.5,41.5
-73.4375,41.5
-73.375,41.5
-73.3125,41.5
-73.25,41.5
-73.1875,41.5
-73.125,41.5
-73.0625,41.5
-73,41.5
-72.9375,41.5
-72.875,41.5
-72.8125,41.5
-72.75,41.5
-72.6875,41.5
-72.625,41.5
-72.5625,41.5
-72.5,41.5
-72.4375,41.5
-72.375,41.5
-72.3125,41.5
-72.25,41.5
-72.1875,41.5
-72.125,41.5
-72.0625,41.5
-72,41.5
-71.9375,41.5
-71.875,41.5
-71.8125,41.5
-73.5625,41.4375
-73.5,41.4375
-73.4375,41.4375
-73.375,41.4375
-73.3125,41.4375
-73.25,41.4375
-73.1875,41.4375
-73.125,41.4375
-73.0625,41.4375
-73,41.4375
-72.9375,41.4375
-72.875,41.4375
-72.8125,41.4375
-72.75,41.4375
-72.6875,41.4375
-72.625,41.4375
-72.5625,41.4375
-72.5,41.4375
-72.4375,41.4375
-72.375,41.4375
-72.3125,41.4375
-72.25,41.4375
-72.1875,41.4375
-72.125,41.4375
-72.0625,41.4375
-72,41.4375
-71.9375,41.4375
-71.875,41.4375
-71.8125,41.4375
-73.5625,41.375
-73.5,41.375
-73.4375,41.375
-73.375,41.375
-73.3125,41.375
-73.25,41.375
-73.1875,41.375
-73.125,41.375
-73.0625,41.375
-73,41.375
-72.9375,41.375
-72.875,41.375
-72.1875,41.375
-72.125,41.375
-72.0625,41.375
-72,41.375
-71.9375,41.375
-71.875,41.375
-73.5625,41.3125
-73.5,41.3125
-73.4375,41.3125
-73.375,41.3125
-73.3125,41.3125
-73.25,41.3125
-73.1875,41.3125
-73.125,41.3125
-73.0625,41.3125
-73,41.3125
-72.9375,41.3125
-72.875,41.3125
-72.8125,41.3125
-72.75,41.3125
-72.6875,41.3125
-72.625,41.3125
-72.5625,41.3125
-72.5,41.3125
-72.4375,41.3125
-72.375,41.3125
-72.3125,41.3125
-72.25,41.3125
-72.1875,41.3125
-72.125,41.3125
-72.0625,41.3125
-73.5625,41.25
-73.5,41.25
-73.4375,41.25
-73.375,41.25
-73.3125,41.25
-73.25,41.25
-73.1875,41.25
-73.125,41.25
-73.0625,41.25
-73,41.25
-72.9375,41.25
-72.875,41.25
-72.8125,41.25
-72.75,41.25
-72.6875,41.25
-72.5625,41.25
-73.6875,41.1875
-73.625,41.1875
-73.5625,41.1875
-73.5,41.1875
-73.4375,41.1875
-73.375,41.1875
-73.3125,41.1875
-73.25,41.1875
-73.1875,41.1875
-73.125,41.1875
-73.75,41.125
-73.6875,41.125
-73.625,41.125
-73.5625,41.125
-73.5,41.125
-73.4375,41.125
-73.375,41.125
-73.3125,41.125
-73.75,41.0625
-73.6875,41.0625
-73.625,41.0625
-73.5625,41.0625
-73.5,41.0625
-73.4375,41.0625
-73.6875,41
-73.625,41
